user_id,experiment_group,device_type,traffic_source,region,landing_page,sessions,avg_session_duration_sec,pages_viewed,signed_up,purchased,order_value,revenue
USER-04363,treatment,Mobile,Social,West,Pricing,3,120.7,5.1,0,0,130.06,0.0
USER-04364,treatment,Desktop,Social,West,Pricing,6,334.2,5.5,1,0,88.65,0.0
USER-04365,treatment,Desktop,Organic Search,South,Features,3,168.4,6.2,1,0,98.13,0.0
USER-04366,treatment,Mobile,Social,North,Pricing,3,161.0,5.2,0,0,96.97,0.0
USER-04367,treatment,Mobile,Social,North,Homepage,3,250.1,6.7,0,0,125.53,0.0
USER-04368,control,Mobile,Paid Search,North,Pricing,3,186.9,4.3,0,0,118.33,0.0
USER-04369,treatment,Desktop,Organic Search,North,Pricing,3,305.5,6.1,1,0,106.31,0.0
USER-04370,treatment,Mobile,Social,South,Homepage,8,234.2,5.1,0,0,88.91,0.0
USER-04371,treatment,Mobile,Email,South,Pricing,6,214.8,6.8,1,0,128.52,0.0
USER-04372,treatment,Mobile,Email,West,Pricing,4,161.8,9.4,0,1,101.64,101.64
USER-04373,control,Mobile,Organic Search,East,Homepage,6,269.7,4.3,0,0,90.34,0.0
USER-04374,treatment,Mobile,Social,South,Homepage,3,222.7,5.0,0,0,126.81,0.0
USER-04375,treatment,Desktop,Organic Search,South,Features,5,242.3,7.9,1,1,105.79,105.79
USER-04376,treatment,Mobile,Paid Search,West,Pricing,6,259.6,5.3,1,0,112.11,0.0
USER-04377,treatment,Tablet,Organic Search,West,Homepage,7,236.1,1.0,1,0,108.85,0.0
USER-04378,control,Tablet,Social,North,Pricing,3,206.7,5.6,0,0,47.96,0.0
USER-04379,control,Desktop,Paid Search,East,Features,4,237.1,4.4,0,0,67.63,0.0
USER-04380,treatment,Mobile,Paid Search,South,Pricing,4,244.7,6.8,0,0,104.99,0.0
USER-04381,treatment,Desktop,Paid Search,West,Features,4,273.6,6.6,0,1,129.18,129.18
USER-04382,treatment,Mobile,Paid Search,West,Pricing,2,160.7,4.9,0,0,124.67,0.0
USER-04383,treatment,Desktop,Paid Search,East,Pricing,4,282.8,2.6,0,0,116.4,0.0
USER-04384,control,Mobile,Paid Search,South,Pricing,3,128.9,6.9,0,0,85.38,0.0
USER-04385,treatment,Desktop,Paid Search,South,Homepage,4,384.3,7.5,1,0,125.28,0.0
USER-04386,treatment,Mobile,Paid Search,East,Features,3,187.4,6.4,1,0,159.64,0.0
USER-04387,control,Desktop,Organic Search,East,Homepage,2,273.8,5.9,0,0,134.23,0.0
USER-04388,treatment,Mobile,Email,West,Homepage,4,199.9,6.3,1,1,149.74,149.74
USER-04389,treatment,Mobile,Organic Search,East,Features,7,124.9,8.1,0,0,117.19,0.0
USER-04390,treatment,Desktop,Social,North,Features,4,260.5,7.8,1,0,111.96,0.0
USER-04391,control,Mobile,Paid Search,West,Homepage,4,164.3,6.5,0,0,97.41,0.0
USER-04392,treatment,Desktop,Social,South,Pricing,4,257.1,6.6,0,0,123.82,0.0
USER-04393,treatment,Mobile,Paid Search,West,Pricing,5,251.5,6.1,0,0,137.48,0.0
USER-04394,control,Mobile,Organic Search,West,Features,1,272.6,5.6,0,0,101.75,0.0
USER-04395,treatment,Mobile,Paid Search,South,Features,2,256.0,8.4,0,1,118.08,118.08
USER-04396,control,Mobile,Email,East,Features,7,245.2,7.0,0,0,114.64,0.0
USER-04397,treatment,Mobile,Email,East,Features,3,283.6,9.2,0,0,68.32,0.0
USER-04398,control,Desktop,Social,North,Pricing,1,212.2,5.7,0,0,88.76,0.0
USER-04399,treatment,Desktop,Paid Search,East,Homepage,3,273.4,5.6,1,0,150.41,0.0
USER-04400,treatment,Tablet,Paid Search,West,Homepage,3,235.9,7.1,0,0,65.77,0.0
USER-04401,control,Tablet,Email,East,Pricing,4,273.8,5.1,0,0,84.9,0.0
USER-04402,treatment,Mobile,Email,South,Features,3,183.1,4.8,0,0,64.52,0.0
USER-04403,control,Desktop,Organic Search,South,Homepage,2,245.1,6.4,0,0,145.56,0.0
USER-04404,control,Desktop,Organic Search,West,Features,2,203.6,4.1,0,1,138.73,138.73
USER-04405,treatment,Mobile,Organic Search,East,Features,6,290.1,4.7,0,0,74.16,0.0
USER-04406,treatment,Desktop,Social,South,Homepage,5,237.5,6.0,0,0,103.25,0.0
USER-04407,control,Mobile,Paid Search,West,Pricing,6,270.8,3.1,1,0,124.94,0.0
USER-04408,control,Mobile,Organic Search,South,Pricing,3,174.6,4.7,0,0,131.57,0.0
USER-04409,treatment,Desktop,Social,South,Features,7,199.9,7.4,0,0,110.19,0.0
USER-04410,treatment,Mobile,Paid Search,South,Features,3,246.5,4.6,0,0,92.47,0.0
USER-04411,control,Mobile,Email,South,Pricing,4,247.3,5.0,0,0,112.94,0.0
USER-04412,control,Desktop,Social,East,Pricing,2,195.8,4.7,0,0,124.66,0.0
USER-04413,control,Mobile,Paid Search,East,Pricing,1,270.7,4.5,0,0,119.18,0.0
USER-04414,treatment,Desktop,Organic Search,North,Homepage,5,211.8,5.7,1,0,117.41,0.0
USER-04415,control,Mobile,Organic Search,North,Features,7,220.3,4.9,0,0,130.25,0.0
USER-04416,treatment,Tablet,Social,North,Pricing,7,177.4,5.4,0,0,108.7,0.0
USER-04417,control,Tablet,Social,North,Pricing,5,136.4,5.1,0,0,96.24,0.0
USER-04418,control,Desktop,Social,North,Pricing,2,204.4,3.6,0,0,123.71,0.0
USER-04419,treatment,Desktop,Organic Search,North,Homepage,5,284.8,3.2,1,0,104.88,0.0
USER-04420,control,Desktop,Social,South,Pricing,4,248.6,7.0,1,0,69.24,0.0
USER-04421,treatment,Desktop,Organic Search,South,Pricing,3,195.6,9.4,1,0,97.73,0.0
USER-04422,control,Desktop,Organic Search,West,Features,5,263.6,4.2,1,0,102.48,0.0
USER-04423,control,Tablet,Email,West,Pricing,4,194.0,3.5,0,0,209.27,0.0
USER-04424,treatment,Mobile,Email,North,Features,6,213.9,8.1,1,0,67.66,0.0
USER-04425,treatment,Desktop,Organic Search,West,Pricing,5,320.8,5.7,0,0,124.8,0.0
USER-04426,control,Mobile,Organic Search,West,Homepage,5,185.2,6.9,0,0,108.17,0.0
USER-04427,control,Mobile,Paid Search,North,Features,6,251.7,5.7,0,0,69.2,0.0
USER-04428,treatment,Mobile,Social,East,Pricing,4,167.7,7.3,0,1,92.29,92.29
USER-04429,control,Desktop,Organic Search,North,Pricing,5,285.2,7.1,1,0,199.14,0.0
USER-04430,treatment,Desktop,Social,South,Features,3,299.9,9.4,1,0,119.72,0.0
USER-04431,treatment,Desktop,Paid Search,West,Homepage,6,195.6,4.9,0,1,104.09,104.09
USER-04432,control,Desktop,Organic Search,North,Homepage,4,257.5,4.4,0,0,105.44,0.0
USER-04433,control,Mobile,Social,North,Features,6,243.8,8.1,0,0,52.93,0.0
USER-04434,control,Mobile,Email,North,Homepage,7,145.1,6.2,0,0,79.46,0.0
USER-04435,treatment,Mobile,Social,East,Pricing,2,158.0,4.9,1,1,143.16,143.16
USER-04436,control,Desktop,Social,East,Homepage,6,220.0,4.3,1,0,91.68,0.0
USER-04437,control,Mobile,Organic Search,East,Features,5,196.8,7.5,0,0,76.33,0.0
USER-04438,control,Tablet,Paid Search,South,Pricing,4,216.8,7.9,0,1,117.25,117.25
USER-04439,control,Mobile,Organic Search,South,Homepage,5,232.4,5.8,0,0,108.34,0.0
USER-04440,control,Tablet,Email,West,Features,4,258.0,8.2,0,0,45.18,0.0
USER-04441,treatment,Desktop,Organic Search,North,Features,5,230.6,4.7,1,0,121.19,0.0
USER-04442,control,Desktop,Paid Search,North,Features,5,229.3,7.8,0,0,111.27,0.0
USER-04443,control,Desktop,Organic Search,South,Homepage,6,222.8,5.4,1,0,125.21,0.0
USER-04444,treatment,Desktop,Email,North,Pricing,5,375.7,8.3,1,1,92.58,92.58
USER-04445,control,Mobile,Organic Search,South,Pricing,3,306.9,4.2,0,0,97.89,0.0
USER-04446,treatment,Desktop,Email,West,Features,5,223.9,5.3,0,0,138.26,0.0
USER-04447,control,Desktop,Organic Search,North,Features,2,216.5,7.3,0,0,83.1,0.0
USER-04448,treatment,Desktop,Email,East,Pricing,8,255.4,8.2,1,0,148.15,0.0
USER-04449,control,Desktop,Organic Search,South,Pricing,4,266.5,4.5,0,0,139.26,0.0
USER-04450,treatment,Mobile,Social,South,Features,4,177.4,7.5,0,0,165.83,0.0
USER-04451,control,Mobile,Paid Search,West,Pricing,5,239.4,8.0,0,1,95.9,95.9
USER-04452,treatment,Desktop,Email,East,Pricing,4,247.9,8.3,0,0,107.31,0.0
USER-04453,treatment,Mobile,Organic Search,North,Pricing,3,314.8,7.7,0,0,146.15,0.0
USER-04454,treatment,Mobile,Paid Search,North,Pricing,4,270.4,5.2,0,0,120.73,0.0
USER-04455,treatment,Tablet,Paid Search,West,Homepage,5,157.8,5.4,0,0,85.49,0.0
USER-04456,treatment,Desktop,Paid Search,East,Features,4,206.9,7.5,0,0,114.27,0.0
USER-04457,control,Mobile,Email,North,Homepage,6,228.5,5.7,0,0,92.82,0.0
USER-04458,control,Mobile,Social,South,Features,2,170.1,7.1,0,0,111.87,0.0
USER-04459,treatment,Desktop,Paid Search,North,Features,3,178.0,7.0,0,0,141.79,0.0
USER-04460,control,Tablet,Organic Search,North,Features,3,221.6,7.0,1,0,75.77,0.0
USER-04461,treatment,Mobile,Paid Search,East,Homepage,2,165.5,7.1,0,0,136.87,0.0
USER-04462,control,Desktop,Organic Search,West,Features,7,232.7,4.4,0,0,114.89,0.0
USER-04463,treatment,Desktop,Paid Search,West,Pricing,4,247.1,6.5,1,0,148.81,0.0
USER-04464,treatment,Mobile,Organic Search,North,Pricing,2,281.2,5.2,0,0,92.35,0.0
USER-04465,treatment,Desktop,Social,West,Features,5,256.5,5.3,1,1,93.01,93.01
USER-04466,treatment,Tablet,Organic Search,West,Features,5,355.1,7.4,1,1,99.9,99.9
USER-04467,control,Desktop,Paid Search,South,Pricing,4,290.4,7.4,1,0,81.61,0.0
USER-04468,control,Tablet,Email,East,Pricing,5,251.5,6.5,0,0,108.89,0.0
USER-04469,treatment,Mobile,Paid Search,East,Features,5,253.3,6.5,0,0,89.06,0.0
USER-04470,treatment,Desktop,Email,South,Features,5,262.0,5.5,1,0,114.53,0.0
USER-04471,treatment,Mobile,Email,North,Homepage,3,209.0,3.1,1,0,117.77,0.0
USER-04472,treatment,Desktop,Organic Search,South,Pricing,2,257.0,4.8,0,0,126.49,0.0
USER-04473,treatment,Desktop,Paid Search,West,Features,3,285.0,6.7,0,0,96.48,0.0
USER-04474,treatment,Mobile,Paid Search,East,Pricing,3,166.6,5.2,0,0,127.46,0.0
USER-04475,treatment,Desktop,Social,East,Homepage,3,258.5,7.6,0,0,96.86,0.0
USER-04476,treatment,Mobile,Email,East,Features,6,325.1,7.5,0,0,113.52,0.0
USER-04477,control,Tablet,Social,West,Homepage,2,238.6,5.3,0,1,122.36,122.36
USER-04478,treatment,Mobile,Paid Search,North,Features,4,254.6,6.0,1,0,109.23,0.0
USER-04479,control,Mobile,Organic Search,South,Features,4,192.5,8.6,0,0,139.77,0.0
USER-04480,control,Mobile,Email,North,Pricing,5,225.0,3.6,0,0,136.24,0.0
USER-04481,control,Mobile,Organic Search,West,Homepage,3,154.8,7.3,0,0,131.83,0.0
USER-04482,treatment,Mobile,Organic Search,North,Pricing,5,193.6,3.2,0,0,48.86,0.0
USER-04483,treatment,Mobile,Paid Search,East,Features,5,238.3,9.1,0,0,141.33,0.0
USER-04484,treatment,Mobile,Social,West,Homepage,6,201.5,7.0,1,0,106.89,0.0
USER-04485,control,Mobile,Paid Search,East,Pricing,4,186.0,8.3,0,0,160.76,0.0
USER-04486,control,Mobile,Email,West,Homepage,8,331.6,5.9,0,1,144.62,144.62
USER-04487,treatment,Mobile,Organic Search,West,Features,4,306.8,6.8,0,0,99.42,0.0
USER-04488,control,Mobile,Email,South,Pricing,4,272.4,7.5,0,1,107.83,107.83
USER-04489,treatment,Mobile,Email,East,Features,7,161.9,8.8,0,0,81.67,0.0
USER-04490,control,Mobile,Organic Search,West,Features,7,220.7,5.9,1,0,116.09,0.0
USER-04491,treatment,Mobile,Organic Search,North,Homepage,3,166.1,7.4,1,0,92.86,0.0
USER-04492,treatment,Mobile,Paid Search,North,Homepage,5,218.1,4.4,0,1,108.97,108.97
USER-04493,treatment,Desktop,Email,North,Pricing,3,270.2,6.0,0,0,178.77,0.0
USER-04494,control,Tablet,Paid Search,West,Homepage,4,213.5,4.2,1,1,130.17,130.17
USER-04495,treatment,Desktop,Paid Search,South,Pricing,5,268.7,5.5,1,0,145.64,0.0
USER-04496,treatment,Mobile,Paid Search,North,Homepage,3,253.5,7.6,0,0,125.95,0.0
USER-04497,treatment,Desktop,Paid Search,West,Features,6,204.2,5.4,0,0,142.25,0.0
USER-04498,control,Desktop,Paid Search,North,Homepage,10,200.6,8.7,0,1,118.79,118.79
USER-04499,control,Desktop,Paid Search,East,Features,4,233.9,3.6,0,0,85.03,0.0
USER-04500,control,Desktop,Organic Search,East,Pricing,3,248.4,8.4,0,0,118.44,0.0
USER-04501,control,Mobile,Organic Search,North,Homepage,2,152.0,8.4,0,0,73.76,0.0
USER-04502,control,Mobile,Paid Search,West,Pricing,7,108.1,5.1,0,0,94.74,0.0
USER-04503,control,Mobile,Paid Search,West,Features,2,192.1,7.0,0,0,102.09,0.0
USER-04504,control,Mobile,Organic Search,South,Homepage,5,192.8,6.7,0,0,143.91,0.0
USER-04505,control,Mobile,Organic Search,South,Pricing,5,243.3,7.6,1,0,125.19,0.0
USER-04506,control,Mobile,Organic Search,East,Features,8,225.0,5.7,0,0,131.85,0.0
USER-04507,treatment,Tablet,Paid Search,North,Pricing,4,179.4,7.0,1,0,101.0,0.0
USER-04508,treatment,Desktop,Email,East,Homepage,8,277.1,6.8,0,0,114.24,0.0
USER-04509,control,Desktop,Paid Search,South,Homepage,2,336.3,4.6,0,0,104.67,0.0
USER-04510,control,Mobile,Organic Search,West,Pricing,3,250.9,4.7,0,0,131.48,0.0
USER-04511,control,Desktop,Paid Search,South,Homepage,6,279.6,6.1,1,0,91.07,0.0
USER-04512,control,Desktop,Email,East,Homepage,4,274.8,4.4,0,0,96.11,0.0
USER-04513,treatment,Mobile,Organic Search,North,Features,6,194.2,7.0,0,0,104.0,0.0
USER-04514,treatment,Mobile,Social,North,Pricing,3,232.2,7.0,0,0,137.65,0.0
USER-04515,treatment,Mobile,Email,North,Features,8,254.9,8.5,1,0,121.63,0.0
USER-04516,treatment,Mobile,Email,South,Features,6,265.9,8.4,1,0,127.12,0.0
USER-04517,treatment,Mobile,Paid Search,North,Pricing,3,306.0,7.4,0,0,95.92,0.0
USER-04518,treatment,Mobile,Paid Search,East,Pricing,6,262.2,10.7,1,0,139.6,0.0
USER-04519,treatment,Desktop,Email,South,Features,5,224.8,8.3,1,0,105.22,0.0
USER-04520,control,Desktop,Email,South,Pricing,8,200.7,6.4,0,0,108.03,0.0
USER-04521,treatment,Mobile,Social,East,Pricing,3,214.3,7.5,1,0,117.13,0.0
USER-04522,treatment,Desktop,Social,East,Homepage,8,331.5,6.2,0,0,106.1,0.0
USER-04523,treatment,Mobile,Social,North,Pricing,3,199.9,7.2,1,1,169.33,169.33
USER-04524,treatment,Desktop,Organic Search,North,Features,5,362.2,9.1,1,1,112.96,112.96
USER-04525,control,Mobile,Email,West,Pricing,7,171.4,6.6,0,1,113.39,113.39
USER-04526,control,Mobile,Organic Search,South,Features,7,153.5,8.8,0,0,93.48,0.0
USER-04527,control,Mobile,Social,East,Features,6,305.0,1.0,0,0,86.36,0.0
USER-04528,control,Mobile,Social,South,Features,4,142.3,7.6,0,0,147.26,0.0
USER-04529,control,Mobile,Email,South,Pricing,4,189.7,5.5,1,0,132.81,0.0
USER-04530,treatment,Tablet,Paid Search,South,Features,2,186.1,7.7,1,1,87.6,87.6
USER-04531,control,Mobile,Organic Search,North,Pricing,6,248.9,8.3,0,0,115.17,0.0
USER-04532,treatment,Tablet,Email,North,Features,4,248.5,6.4,0,0,104.5,0.0
USER-04533,control,Mobile,Social,North,Pricing,5,287.9,7.9,0,1,102.12,102.12
USER-04534,treatment,Desktop,Email,West,Features,6,231.5,6.6,0,0,139.57,0.0
USER-04535,treatment,Mobile,Email,South,Homepage,7,231.6,5.9,0,0,143.52,0.0
USER-04536,control,Tablet,Email,East,Features,5,233.8,3.6,0,0,136.27,0.0
USER-04537,treatment,Mobile,Email,East,Features,5,174.5,5.4,0,0,73.56,0.0
USER-04538,control,Mobile,Paid Search,South,Homepage,2,197.5,7.7,0,0,76.37,0.0
USER-04539,treatment,Mobile,Email,North,Homepage,4,169.6,9.6,1,0,96.87,0.0
USER-04540,treatment,Mobile,Organic Search,North,Homepage,3,147.9,6.3,0,0,101.58,0.0
USER-04541,treatment,Mobile,Email,East,Features,4,291.5,7.4,0,0,145.82,0.0
USER-04542,control,Desktop,Paid Search,North,Homepage,5,237.9,7.6,1,0,136.32,0.0
USER-04543,control,Mobile,Organic Search,West,Homepage,5,176.0,8.0,0,0,104.58,0.0
USER-04544,control,Desktop,Organic Search,North,Pricing,4,257.7,5.3,1,0,94.42,0.0
USER-04545,treatment,Mobile,Organic Search,East,Homepage,5,141.9,6.9,0,0,71.2,0.0
USER-04546,control,Tablet,Social,West,Homepage,5,244.0,8.2,0,0,121.72,0.0
USER-04547,control,Mobile,Email,West,Pricing,6,220.8,3.5,0,1,114.79,114.79
USER-04548,control,Mobile,Social,West,Pricing,2,209.6,5.4,0,0,110.45,0.0
USER-04549,treatment,Mobile,Social,North,Features,2,207.8,5.2,1,0,168.15,0.0
USER-04550,treatment,Mobile,Paid Search,North,Homepage,4,206.3,5.2,1,0,157.27,0.0
USER-04551,treatment,Mobile,Email,East,Pricing,7,236.6,6.3,1,0,151.47,0.0
USER-04552,treatment,Desktop,Email,West,Features,4,279.2,7.4,0,0,150.94,0.0
USER-04553,control,Mobile,Email,West,Features,2,263.2,6.5,1,0,87.27,0.0
USER-04554,control,Mobile,Paid Search,North,Homepage,3,239.1,4.6,0,0,110.18,0.0
USER-04555,control,Mobile,Organic Search,East,Pricing,2,256.2,8.6,0,0,83.03,0.0
USER-04556,treatment,Desktop,Email,West,Features,7,330.5,5.9,1,0,112.4,0.0
USER-04557,control,Mobile,Paid Search,South,Pricing,2,324.6,4.3,1,0,109.04,0.0
USER-04558,control,Mobile,Organic Search,North,Features,4,184.6,3.1,0,0,59.53,0.0
USER-04559,control,Desktop,Organic Search,South,Pricing,9,292.6,6.1,0,0,127.7,0.0
USER-04560,control,Mobile,Paid Search,East,Homepage,3,328.7,6.0,1,0,127.99,0.0
USER-04561,treatment,Mobile,Paid Search,West,Homepage,3,264.8,3.4,0,0,98.66,0.0
USER-04562,treatment,Mobile,Paid Search,North,Features,10,301.5,5.9,0,0,129.32,0.0
USER-04563,control,Tablet,Organic Search,West,Features,3,154.1,8.9,0,1,124.58,124.58
USER-04564,treatment,Mobile,Social,East,Homepage,8,312.1,9.4,0,0,115.19,0.0
USER-04565,treatment,Desktop,Email,South,Homepage,10,216.2,7.8,0,0,109.34,0.0
USER-04566,control,Mobile,Paid Search,East,Features,4,149.1,6.9,0,0,132.81,0.0
USER-04567,treatment,Mobile,Email,East,Pricing,3,243.8,5.7,0,1,135.15,135.15
USER-04568,control,Desktop,Email,South,Pricing,7,183.0,6.6,1,0,145.68,0.0
USER-04569,control,Desktop,Social,North,Features,3,283.0,4.9,0,0,123.22,0.0
USER-04570,control,Mobile,Email,South,Homepage,3,175.6,6.3,0,0,126.43,0.0
USER-04571,treatment,Desktop,Organic Search,East,Pricing,7,124.7,7.2,0,0,120.79,0.0
USER-04572,control,Mobile,Email,South,Features,9,200.2,6.7,0,0,112.85,0.0
USER-04573,control,Desktop,Paid Search,South,Features,4,256.4,7.4,0,0,161.76,0.0
USER-04574,treatment,Desktop,Organic Search,South,Homepage,4,245.3,7.7,0,0,98.54,0.0
USER-04575,control,Tablet,Paid Search,East,Pricing,3,206.1,6.4,0,0,116.83,0.0
USER-04576,control,Desktop,Organic Search,West,Pricing,3,242.4,6.9,1,1,154.94,154.94
USER-04577,control,Desktop,Email,North,Homepage,7,200.8,7.1,0,0,131.06,0.0
USER-04578,treatment,Desktop,Organic Search,South,Pricing,5,231.6,3.2,0,0,73.33,0.0
USER-04579,treatment,Desktop,Paid Search,South,Homepage,3,176.9,10.0,0,0,144.45,0.0
USER-04580,treatment,Mobile,Organic Search,West,Homepage,5,193.6,8.2,0,1,96.66,96.66
USER-04581,control,Desktop,Paid Search,West,Features,2,303.8,6.0,0,0,100.98,0.0
USER-04582,treatment,Mobile,Organic Search,North,Homepage,7,294.0,3.0,0,0,136.75,0.0
USER-04583,treatment,Desktop,Email,North,Features,7,210.3,5.2,0,0,98.69,0.0
USER-04584,control,Tablet,Paid Search,South,Homepage,2,244.1,7.3,0,0,138.9,0.0
USER-04585,treatment,Desktop,Social,West,Homepage,5,233.4,5.9,1,0,101.41,0.0
USER-04586,control,Desktop,Social,West,Pricing,4,165.4,6.7,0,1,136.66,136.66
USER-04587,treatment,Mobile,Organic Search,South,Pricing,4,215.5,7.8,1,1,110.04,110.04
USER-04588,treatment,Mobile,Social,South,Pricing,5,131.1,1.0,0,0,118.13,0.0
USER-04589,treatment,Mobile,Social,South,Features,3,250.3,4.2,0,0,145.14,0.0
USER-04590,control,Mobile,Email,North,Homepage,3,204.9,7.1,0,1,116.71,116.71
USER-04591,treatment,Mobile,Organic Search,South,Homepage,4,142.2,4.9,0,1,116.56,116.56
USER-04592,treatment,Mobile,Organic Search,West,Pricing,4,285.4,7.3,0,0,100.6,0.0
USER-04593,control,Mobile,Paid Search,South,Homepage,5,192.0,5.5,1,0,159.49,0.0
USER-04594,control,Desktop,Email,East,Homepage,5,245.2,5.3,1,0,109.61,0.0
USER-04595,control,Desktop,Email,West,Pricing,8,199.0,5.4,0,0,105.02,0.0
USER-04596,treatment,Desktop,Social,North,Pricing,9,192.2,6.3,1,0,148.94,0.0
USER-04597,treatment,Desktop,Organic Search,South,Pricing,4,214.2,6.7,1,0,147.06,0.0
USER-04598,treatment,Desktop,Paid Search,North,Homepage,5,192.3,5.4,1,0,122.27,0.0
USER-04599,treatment,Desktop,Paid Search,North,Homepage,1,307.6,4.8,0,1,112.96,112.96
USER-04600,treatment,Mobile,Paid Search,North,Pricing,5,212.8,4.7,0,0,169.74,0.0
USER-04601,control,Mobile,Paid Search,North,Homepage,8,166.7,7.0,0,0,148.56,0.0
USER-04602,control,Mobile,Organic Search,North,Features,5,187.3,6.2,1,0,126.56,0.0
USER-04603,control,Mobile,Organic Search,East,Homepage,2,216.6,5.7,0,0,102.15,0.0
USER-04604,control,Desktop,Organic Search,North,Features,4,126.6,6.3,0,0,94.19,0.0
USER-04605,treatment,Mobile,Organic Search,South,Pricing,3,276.2,5.2,0,1,129.8,129.8
USER-04606,treatment,Desktop,Social,West,Homepage,3,304.5,11.0,0,0,115.27,0.0
USER-04607,treatment,Mobile,Organic Search,North,Pricing,6,190.0,6.7,0,0,114.71,0.0
USER-04608,control,Mobile,Paid Search,South,Homepage,1,238.7,5.4,0,0,107.35,0.0
USER-04609,treatment,Desktop,Organic Search,South,Pricing,1,235.2,8.6,1,1,138.69,138.69
USER-04610,control,Desktop,Organic Search,South,Pricing,5,275.8,7.4,0,0,109.51,0.0
USER-04611,treatment,Tablet,Paid Search,West,Pricing,5,232.0,10.5,1,0,137.43,0.0
USER-04612,treatment,Mobile,Organic Search,West,Features,6,249.6,5.3,0,0,140.24,0.0
USER-04613,treatment,Tablet,Organic Search,West,Features,5,224.4,6.9,1,0,176.62,0.0
USER-04614,treatment,Mobile,Paid Search,South,Features,5,250.8,5.4,0,0,105.08,0.0
USER-04615,control,Mobile,Paid Search,North,Homepage,5,193.3,3.4,0,0,71.24,0.0
USER-04616,control,Mobile,Paid Search,West,Homepage,2,222.7,7.1,1,0,127.08,0.0
USER-04617,control,Desktop,Organic Search,West,Pricing,6,269.1,8.0,1,0,133.64,0.0
USER-04618,treatment,Desktop,Paid Search,West,Features,7,250.1,4.3,0,0,153.88,0.0
USER-04619,control,Desktop,Paid Search,West,Pricing,4,286.8,6.0,0,0,126.14,0.0
USER-04620,treatment,Tablet,Organic Search,East,Homepage,9,239.4,4.3,0,0,53.52,0.0
USER-04621,treatment,Mobile,Paid Search,West,Pricing,2,170.9,8.1,0,0,118.94,0.0
USER-04622,control,Mobile,Paid Search,South,Features,6,167.3,7.3,0,0,97.72,0.0
USER-04623,treatment,Mobile,Email,North,Pricing,4,293.6,6.3,1,0,121.07,0.0
USER-04624,treatment,Tablet,Paid Search,North,Pricing,5,241.3,6.0,1,0,62.23,0.0
USER-04625,control,Mobile,Email,West,Homepage,2,222.9,5.9,1,0,130.3,0.0
USER-04626,control,Mobile,Organic Search,East,Pricing,2,206.5,5.5,0,0,127.53,0.0
USER-04627,treatment,Mobile,Organic Search,West,Pricing,7,198.4,7.8,1,1,83.29,83.29
USER-04628,treatment,Desktop,Social,West,Homepage,5,179.0,6.5,0,0,116.69,0.0
USER-04629,treatment,Desktop,Paid Search,North,Features,7,279.3,9.5,1,0,140.21,0.0
USER-04630,control,Tablet,Paid Search,North,Homepage,4,148.3,5.6,0,0,136.68,0.0
USER-04631,control,Desktop,Organic Search,West,Features,5,175.2,4.8,0,0,112.25,0.0
USER-04632,treatment,Desktop,Social,East,Pricing,1,222.4,5.3,0,0,129.47,0.0
USER-04633,control,Desktop,Organic Search,North,Homepage,6,254.8,4.7,0,0,175.3,0.0
USER-04634,treatment,Desktop,Organic Search,East,Pricing,3,189.8,4.8,0,0,149.15,0.0
USER-04635,treatment,Desktop,Organic Search,South,Features,2,222.8,9.0,0,0,96.36,0.0
USER-04636,control,Tablet,Paid Search,North,Homepage,4,217.8,6.4,0,1,121.59,121.59
USER-04637,control,Desktop,Organic Search,West,Features,3,162.1,4.4,0,1,117.88,117.88
USER-04638,treatment,Mobile,Email,East,Features,6,202.6,5.0,0,0,127.11,0.0
USER-04639,treatment,Mobile,Social,East,Homepage,6,116.0,6.8,0,0,130.3,0.0
USER-04640,control,Tablet,Email,East,Homepage,5,333.2,5.9,0,0,103.84,0.0
USER-04641,treatment,Desktop,Email,South,Pricing,7,226.0,6.5,0,0,133.02,0.0
USER-04642,treatment,Mobile,Paid Search,East,Homepage,6,216.9,5.9,0,0,99.3,0.0
USER-04643,treatment,Tablet,Organic Search,South,Features,4,204.5,7.4,1,1,72.12,72.12
USER-04644,treatment,Mobile,Paid Search,East,Features,4,228.7,5.8,0,0,65.67,0.0
USER-04645,treatment,Mobile,Paid Search,West,Homepage,5,251.4,8.1,0,0,120.34,0.0
USER-04646,control,Mobile,Paid Search,South,Homepage,2,223.7,6.0,0,0,68.52,0.0
USER-04647,treatment,Mobile,Organic Search,North,Features,4,154.0,7.4,1,0,158.56,0.0
USER-04648,treatment,Mobile,Paid Search,South,Homepage,4,264.9,6.3,1,0,63.06,0.0
USER-04649,control,Mobile,Paid Search,West,Features,4,239.9,6.1,0,0,95.68,0.0
USER-04650,treatment,Mobile,Paid Search,North,Homepage,5,177.2,3.8,0,0,104.03,0.0
USER-04651,treatment,Mobile,Social,South,Pricing,3,188.1,5.7,0,1,106.84,106.84
USER-04652,treatment,Desktop,Organic Search,South,Homepage,3,333.5,7.6,1,0,124.45,0.0
USER-04653,control,Mobile,Organic Search,North,Pricing,4,266.8,8.6,0,0,123.87,0.0
USER-04654,treatment,Desktop,Email,South,Homepage,6,255.7,8.4,0,1,88.76,88.76
USER-04655,treatment,Tablet,Email,North,Pricing,5,277.6,6.0,0,0,131.01,0.0
USER-04656,treatment,Desktop,Email,West,Features,4,266.2,4.4,0,0,166.32,0.0
